GUID,Description,Guild,Owner,Visibility,UploadedAsEpoch,UploadedAsDateTime,DurationAsEpoch,DurationAsTime,"Ara-Kara, City of Echoes",Eco-Dome Al'dani,Halls of Atonement,Operation: Floodgate,Priory of the Sacred Flame,Tazavesh: So'leah's Gambit,Tazavesh: Streets of Wonder,The Dawnbreaker
G8nvB3jTbXz7LDYr,Mythic+ Season 3,Personal Logs,Smaac,Public,1752967207,"July 20, 2025 1:20 AM",11346542,3 hours,1,1,0,1,0,0,0,0
f3KL2rXbm9DvnaQZ,14 Ara Bear,Personal Logs,healsforcash,Public,1752965598,"July 20, 2025 12:53 AM",2856646,an hour,1,0,0,0,0,0,0,0
8c2JhHmMX6ARjFCW,+14 Priory Bear,Personal Logs,healsforcash,Public,1752964633,"July 20, 2025 12:37 AM",2389710,40 minutes,1,0,0,0,0,0,0,0
aV4kZCYHBR6K19Nv,nerfed unplayable joever deadge,Personal Logs,galeuwu,Public,1752964018,"July 20, 2025 12:26 AM",112145087,a day,1,0,0,0,1,0,0,0
XDPyhYQrbxjVvw73,ptr m+ 2,Personal Logs,TomElvis,Public,1752963939,"July 20, 2025 12:25 AM",13414705,4 hours,1,1,0,1,0,0,0,1
71bkxncVwgTPz2Fa,key sat,Personal Logs,Zorjeff,Public,1752963739,"July 20, 2025 12:22 AM",41044125,11 hours,1,1,0,1,1,0,0,1
CTb2xq6YdZAQ3nka,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1752958045,"July 19, 2025 10:47 PM",19233591,5 hours,1,0,0,1,0,0,0,1
jA3NLWp7fFkg16tX,Mythic+ Season 3,Personal Logs,EX-WIND,Public,1752950599,"July 19, 2025 8:43 PM",12222647,3 hours,1,1,0,0,1,0,0,1
8kdvPVzT3ytHBXbg,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1752945479,"July 19, 2025 7:17 PM",17747777,5 hours,1,1,0,1,0,0,0,0
6z2k39yvPJDXpHLV,Mythic+ Season 3,Personal Logs,vadan,Public,1752943301,"July 19, 2025 6:41 PM",11068103,3 hours,1,0,0,1,0,0,0,1
anLgHdvAJm2f8tqD,DKT 15回响15水闸16圆顶,Personal Logs,Windfire,Public,1752942924,"July 19, 2025 6:35 PM",9897127,3 hours,1,1,0,1,0,0,0,0
FJ2N4xMfw8qt9nYr,Mythic+ Season 3,Personal Logs,fishgod,Public,1752942724,"July 19, 2025 6:32 PM",29766282,8 hours,1,1,0,0,1,0,0,1
7vrfQVTDY8qgdt4C,ptr m+ 1,Personal Logs,TomElvis,Public,1752938809,"July 19, 2025 5:26 PM",5765892,2 hours,1,1,0,0,0,0,0,1
gbPCLKMHAZr6BkYw,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1752934018,"July 19, 2025 4:06 PM",8228506,2 hours,1,0,0,1,0,0,0,1
Dk6WtQJd4Z78pg2H,250719 ARAK +15 SV,Personal Logs,Umbrellas,Public,1752929938,"July 19, 2025 2:58 PM",1781321,30 minutes,1,0,0,0,0,0,0,0
pF2ky6PbxvdjN3Bm,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1752923683,"July 19, 2025 1:14 PM",20235113,6 hours,1,0,0,1,1,0,0,0
rkNaf3jFBZPzWmCx,Mythic+ Season 3,Personal Logs,Qiaoling,Public,1752916803,"July 19, 2025 11:20 AM",9065926,3 hours,1,1,0,0,0,0,0,0
1rtmWxTY7zNVJhFM,Mythic+ Season 3,Personal Logs,Aleter,Public,1752916177,"July 19, 2025 11:09 AM",6453634,2 hours,1,0,0,1,1,0,0,1
Bqtc26pZxKCQgX31,Mythic+ Season 3,Personal Logs,Seleucía,Public,1752912823,"July 19, 2025 10:13 AM",19199010,5 hours,1,1,0,1,1,0,0,1
yGn37mJr4gt8QxAL,DKT 14回响,Personal Logs,Windfire,Public,1752912603,"July 19, 2025 10:10 AM",5473207,2 hours,1,0,0,0,0,0,0,0
ZfwNB9gab3kR8vpK,狗怎么死了,Personal Logs,Windfire,Public,1752909499,"July 19, 2025 9:18 AM",2377660,40 minutes,1,0,0,0,0,0,0,0
qa3w7J4tbYFQAMr9,Mythic+ Season 3,Personal Logs,Plurl,Public,1752904630,"July 19, 2025 7:57 AM",9096900,3 hours,1,1,0,0,1,0,0,1
9FCKX34gtJyBPWfn,250719 ARAK +15 BM,Personal Logs,Umbrellas,Public,1752904239,"July 19, 2025 7:50 AM",2225592,37 minutes,1,0,0,0,0,0,0,0
6wBDR9y4TgAn7Lch,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1752902754,"July 19, 2025 7:25 AM",4795591,an hour,1,0,0,0,0,0,0,1
kNtC2yJQgGHAwpTq,Mythic+ Season 3,Personal Logs,bauer.ren.a,Public,1752902125,"July 19, 2025 7:15 AM",7619557,2 hours,1,1,0,0,0,0,0,0
tRmKCFzy7Wq9nGV2,DKT 萨莱茵 破晨15+1,Personal Logs,Windfire,Public,1752901525,"July 19, 2025 7:05 AM",5255044,an hour,1,0,0,0,0,0,0,1
zT6GA8KQhWjrvpVm,divers,Personal Logs,Lugway,Public,1752900759,"July 19, 2025 6:52 AM",11760390,3 hours,1,1,0,0,0,0,0,1
xXaqzDdK3Nkb7nJY,Mythic+ Season 3,Personal Logs,Aleter,Public,1752897915,"July 19, 2025 6:05 AM",7844823,2 hours,1,1,0,0,1,0,0,0
xHbjCfQ7nLpz3aP9,Mythic+ Season 3,Send it,PoohXanny,Public,1752891578,"July 19, 2025 4:19 AM",151187888,2 days,1,1,1,0,1,1,0,1
xRCn1kA9KGt3prV6,Ara/Flood 12,Personal Logs,Shawnzx,Public,1752890967,"July 19, 2025 4:09 AM",8915799,2 hours,1,0,0,1,0,0,0,1
A4QmBpJXxVDTnkNv,Mythic+ Season 3,Personal Logs,Voidmend,Public,1752882351,"July 19, 2025 1:45 AM",3919479,an hour,1,0,0,0,1,0,0,1
rVxJqbQNgmAWjP61,Mythic+ Season 3,Personal Logs,ViviLouF,Public,1752880455,"July 19, 2025 1:14 AM",11052291,3 hours,1,0,0,0,1,0,0,0
kGCfazFMHwAKTx1n,Mythic+ Season 3,Personal Logs,shiv613c,Public,1752879992,"July 19, 2025 1:06 AM",4100631,an hour,1,1,0,0,0,0,0,0
ta6V9fDB3gGHNpzw,Mythic+ Season 3,Personal Logs,shiv613c,Public,1752879444,"July 19, 2025 12:57 AM",1648269,27 minutes,1,0,0,0,0,0,0,0
7VLdhmrXgMtAbyjw,key friday????,Personal Logs,Zorjeff,Public,1752877562,"July 19, 2025 12:26 AM",26528014,7 hours,1,1,0,1,1,0,0,1
ybVqak4JCL9cHQnX,ptr m+ 1,Personal Logs,TomElvis,Public,1752870858,"July 18, 2025 10:34 PM",18071466,5 hours,1,1,0,1,1,0,0,1
fmwAHk27PpTCYy8N,Mythic+ Season 3,Personal Logs,momokido,Public,1752861918,"July 18, 2025 8:05 PM",19955270,6 hours,1,1,0,1,0,0,0,1
XMFk4GWfCP3vy6Lr,Mythic+ Season 3,Personal Logs,Sidea,Public,1752860681,"July 18, 2025 7:44 PM",1812566,30 minutes,1,0,0,0,0,0,0,0
fQ8j6AbzxZyVNP7T,250718 ARAK +14 MM,Personal Logs,Umbrellas,Public,1752849146,"July 18, 2025 4:32 PM",1855242,31 minutes,1,0,0,0,0,0,0,0
Aqc3QM2rvV6gb4jp,0.0,Personal Logs,Yegu,Public,1752839457,"July 18, 2025 1:50 PM",13895837,4 hours,1,1,0,1,0,0,0,1
xBhtW9NbwnDKP7H1,Mythic+ Season 3,long1216,luo1216,Public,1752839422,"July 18, 2025 1:50 PM",4467322,an hour,1,0,0,0,0,0,0,0
kaqhmPQBW7fgrtw2,Mythic+ Season 3,Personal Logs,Karl666,Public,1752834450,"July 18, 2025 12:27 PM",28039357,8 hours,1,1,0,1,1,0,0,1
BXVwYTNf8ZrnkpM6,Mythic+ Season 3,Personal Logs,frydays,Public,1752825965,"July 18, 2025 10:06 AM",6888400,2 hours,1,0,0,0,0,0,0,0
8D9ZdNzcrJCFK3Q4,Mythic+ Season 3,Personal Logs,Seleucía,Public,1752825170,"July 18, 2025 9:52 AM",12523631,3 hours,1,0,0,0,1,0,0,1
GKwY1BdJ4nz9CqWD,Mythic+ Season 3,Personal Logs,Voidmend,Public,1752823027,"July 18, 2025 9:17 AM",3912648,an hour,1,0,0,0,1,0,0,1
bngwxQm2Kt4Wh8pL,Mythic+ Season 3,Personal Logs,juticed,Public,1752819865,"July 18, 2025 8:24 AM",21250680,6 hours,1,0,0,0,1,0,0,1
Y9CPNfa17cwMrjFq,Mythic+ Season 3,Personal Logs,Spartan-keg,Public,1752816872,"July 18, 2025 7:34 AM",20245670,6 hours,1,1,0,0,1,0,0,0
CNfVBLwbdjhHP9Rt,Mythic+ Season 3,Personal Logs,bauer.ren.a,Public,1752814363,"July 18, 2025 6:52 AM",7619557,2 hours,1,1,0,0,0,0,0,0
WFc8bwhJXrdt129B,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1752814278,"July 18, 2025 6:51 AM",3757436,an hour,1,0,0,0,0,0,0,0
B6QJ9CadY2RbA7yD,DKT 15圆顶破晨隐修院水闸,Personal Logs,Windfire,Public,1752813295,"July 18, 2025 6:34 AM",19635947,5 hours,1,1,0,1,1,0,0,1
Lkr4X2W8wy6RNbfq,Mythic+ Season 3,Personal Logs,Thealbatross,Public,1752812852,"July 18, 2025 6:27 AM",5598046,2 hours,1,1,0,1,0,0,0,0
4N9Y68Dwz1xRHXkr,ptr thurs patch day,Personal Logs,Zorjeff,Public,1752807322,"July 18, 2025 4:55 AM",22051812,6 hours,1,1,0,1,1,0,0,1
YDgkwT7favF16nJh,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1752198222,"July 11, 2025 3:43 AM",4105592,an hour,1,0,0,0,0,0,0,1
MN4yQRY3vhGqC8LH,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1752073006,"July 9, 2025 4:56 PM",4105592,an hour,1,0,0,0,0,0,0,1
JnkVmbZFh4gRBqxw,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1752072850,"July 9, 2025 4:54 PM",4105592,an hour,1,0,0,0,0,0,0,1
Z41hYVHTCpxXngB6,Mythic+ Season 3,Personal Logs,stormscion,Public,1752036062,"July 9, 2025 6:41 AM",6785622,2 hours,1,0,0,1,0,0,0,0
7XCWfHj62B9wqbaP,tuesday ptr,Personal Logs,Zorjeff,Public,1752027406,"July 9, 2025 4:16 AM",53258187,15 hours,1,0,0,1,1,1,1,0
aBPRZT6fzKV8JWyH,Mythic+ Season 3,Personal Logs,Keyroii,Public,1752010803,"July 8, 2025 11:40 PM",6179969,2 hours,1,0,0,1,1,0,0,0
Rd7QkzHwVWADZh3X,qeqweqweqweqwe,Reformed,grandmother_wow,Public,1751955327,"July 8, 2025 8:15 AM",2167412,36 minutes,1,0,0,0,1,0,0,0
43CRbf8at6zWpMA2,Mythic+ Season 3,Personal Logs,AngryMidget,Public,1751946235,"July 8, 2025 5:43 AM",4962935,an hour,1,0,0,1,0,0,0,0
JPhADxc17HaXTZmC,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1751937954,"July 8, 2025 3:25 AM",15577157,4 hours,1,0,0,0,1,0,0,1
pc4HFfw92aNhRgBA,Mythic+ Season 3,Chaotic Aftermath,mrbadman,Public,1751934103,"July 8, 2025 2:21 AM",6317328,2 hours,1,0,0,0,0,0,0,1
ZANVam8hrXG3k96v,Mythic+ Season 3,Personal Logs,JayZonday,Public,1751928209,"July 8, 2025 12:43 AM",22696562,6 hours,1,0,0,1,1,0,0,1
CQPtY4DN9MWhy1zr,Mythic+ Season 3,Chaotic Aftermath,mrbadman,Public,1751926511,"July 8, 2025 12:15 AM",7607906,2 hours,1,0,0,0,1,0,0,1
pfY3xvzC2gb8HWX7,Mythic+ Season 3,Personal Logs,mellforce,Public,1751925496,"July 7, 2025 11:58 PM",7719447,2 hours,1,0,0,1,0,0,0,0
f8rgC9N6PMRDBaWV,ptr key monday,Personal Logs,Zorjeff,Public,1751922288,"July 7, 2025 11:04 PM",28152188,8 hours,1,0,0,1,1,0,0,1
va9ZNytP2gdBq36D,Mythic+ Season 3,Chaotic Aftermath,mrbadman,Public,1751917463,"July 7, 2025 9:44 PM",15426270,4 hours,1,0,0,1,0,0,0,0
xKLzBHJnXZGNjygA,Mythic+ Season 3,Personal Logs,healsforcash,Public,1751913379,"July 7, 2025 8:36 PM",5023916,an hour,1,0,0,0,0,0,0,1
2DBNZrRw4HnCfk1W,250707 ARAK +13 MM,Personal Logs,Umbrellas,Public,1751868669,"July 7, 2025 8:11 AM",1632183,27 minutes,1,0,0,0,0,0,0,0
qdyP7nkfzQTg12Ca,Mythic+ Season 3,Chaotic Aftermath,mrbadman,Public,1751859632,"July 7, 2025 5:40 AM",12977958,4 hours,1,0,0,1,0,0,0,1
XFKPjqdfJVcRYHMG,Mythic+ Season 3,Personal Logs,crippa1337,Public,1754395037,"August 5, 2025 1:57 PM",4334867,an hour,0,1,0,0,0,0,0,1
7LKgDPfNYrXC1jwq,ptr LAST DAY before patch,Personal Logs,Zorjeff,Public,1754364773,"August 5, 2025 5:32 AM",34151776,9 hours,0,1,1,1,1,1,1,1
B3pn2x94AchwbL86,ptr,Personal Logs,Vorty,Public,1754362301,"August 5, 2025 4:51 AM",6784632,2 hours,0,1,0,0,0,0,0,0
y8ZV7YXnNG9raWxv,250805 Al’dani +16 MM,Personal Logs,Umbrellas,Public,1754360723,"August 5, 2025 4:25 AM",1973339,33 minutes,0,1,0,0,0,0,0,0
ZChrzxwgYj92cnv8,m+,Personal Logs,Phycoz,Public,1754354858,"August 5, 2025 2:47 AM",1508571,25 minutes,0,1,0,0,0,0,0,0
8CG3TZLr4wBFnRQK,14 eco,Personal Logs,Nice,Public,1754354770,"August 5, 2025 2:46 AM",4638038,an hour,0,1,0,0,0,0,0,1
Pft9kVcwp48ra7yK,keys,Personal Logs,karlosdeklerk,Public,1754341563,"August 4, 2025 11:06 PM",10799482,3 hours,0,1,1,0,0,1,0,0
DcBN1vzKWHCpJY6G,Mythic+ Season 3,Personal Logs,Yegu,Public,1754340387,"August 4, 2025 10:46 PM",6146808,2 hours,0,1,0,0,0,0,0,1
GTfLc9mhaZzApdrg,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754338055,"August 4, 2025 10:07 PM",12050154,3 hours,0,1,0,1,1,0,0,0
GXd7MpQ1gT3DxZ2W,Mythic+ Season 3,Personal Logs,chaseddaway,Public,1754332141,"August 4, 2025 8:29 PM",8670196,2 hours,0,1,0,1,0,0,0,0
kx7TMD2fWFA18bJr,m+ ptr 04/08/2025,Personal Logs,Trinitehh,Public,1754331532,"August 4, 2025 8:18 PM",2303547,38 minutes,0,1,0,0,0,0,0,0
NDKbxWCh6L1yFX23,Mythic+ Season 3,Personal Logs,Wordpudding,Public,1754325180,"August 4, 2025 6:33 PM",4935126,an hour,0,1,0,0,0,0,1,0
qarMPC6xpAQVBgb7,17圆顶(cjq),Personal Logs,美团搜担担面,Public,1754324659,"August 4, 2025 6:24 PM",12819769,4 hours,0,1,0,0,1,0,1,0
XGycfP9HqtTkRVg3,DKT 17圆顶16天街,Personal Logs,Windfire,Public,1754324643,"August 4, 2025 6:24 PM",5097905,an hour,0,1,0,0,0,0,1,0
XqnGamD6kAcy7RNw,trying to aug,Personal Logs,corrisx3,Public,1754322536,"August 4, 2025 5:48 PM",8453342,2 hours,0,1,0,1,0,0,0,0
tPpqnVGcKaFY4zXr,Mythic+ Season 3,Personal Logs,dlkey,Public,1754319978,"August 4, 2025 5:06 PM",8870332,2 hours,0,1,1,0,0,1,1,0
DRAZkmHb4YFpW6PJ,DKT 17圆顶17隐修院,Personal Logs,Windfire,Public,1754319095,"August 4, 2025 4:51 PM",9778892,3 hours,0,1,0,0,1,0,0,0
2qRQgtBAkVa4XK6j,m+ ptr 04/08/2025,Personal Logs,Trinitehh,Public,1754312475,"August 4, 2025 3:01 PM",10606077,3 hours,0,1,0,1,0,0,0,0
K4CTnAQ7gb2VBFLp,18圆顶（已通关）,Personal Logs,美团搜担担面,Public,1754301467,"August 4, 2025 11:57 AM",5510308,2 hours,0,1,0,0,0,0,0,0
FHMbqBRVrgkhfm2d,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1754301185,"August 4, 2025 11:53 AM",1346058,22 minutes,0,1,0,0,0,0,0,0
hpxQRL6GbcVqNjFk,Mythic+ Season 3,Personal Logs,Yechongyue,Public,1754299945,"August 4, 2025 11:32 AM",6102190,2 hours,0,1,0,1,0,0,0,0
VhLwxCapAkZzcQjf,Route Testing Night 3,Personal Logs,yoloswagginzbdf,Public,1754286063,"August 4, 2025 7:41 AM",8610263,2 hours,0,1,1,0,0,0,1,0
pDLY4jmrhcgy7KqG,Mythic+ Season 3,Personal Logs,porlix,Public,1754280250,"August 4, 2025 6:04 AM",7812109,2 hours,0,1,1,0,0,0,1,0
2dhFWKt3qMfDQzN1,Mythic+ Season 3,Personal Logs,kaelik14,Public,1754277806,"August 4, 2025 5:23 AM",2319916,39 minutes,0,1,0,0,0,0,0,0
dPvjVZrJTwf9GRYp,Mythic+ Season 3,Personal Logs,EV0luti0nz,Public,1754264641,"August 4, 2025 1:44 AM",4528874,an hour,0,1,0,0,0,1,0,0
2j8hLdZyNaD6GvVm,Mythic+ Season 3,Personal Logs,Xeoo,Public,1754260436,"August 4, 2025 12:33 AM",10179237,3 hours,0,1,0,0,1,0,0,1
mdGTFpCaR2yvL38V,Mythic+ Season 3,Personal Logs,rappr,Public,1754256317,"August 3, 2025 11:25 PM",4016251,an hour,0,1,0,0,0,0,0,0
Gv76tMKa9FCxwmL4,Mythic+ Season 3,Personal Logs,White.d.Okami,Public,1754255155,"August 3, 2025 11:05 PM",2508174,42 minutes,0,1,0,0,0,0,0,0
76tLBFrACW3vYTm1,PTR 03/08/2025,Personal Logs,Trinitehh,Public,1754254279,"August 3, 2025 10:51 PM",2852942,an hour,0,1,0,0,0,0,0,0
34ZtVj8FpDN67gMW,Mythic+ Season 3,Personal Logs,haywiire,Public,1754246373,"August 3, 2025 8:39 PM",834442,14 minutes,0,1,0,0,0,0,0,0
3xtDgn7XqHMvFRL2,Mythic+ Season 3,Personal Logs,haywiire,Public,1754245928,"August 3, 2025 8:32 PM",389752,6 minutes,0,1,0,0,0,0,0,0
M87dngfC4qcZWVAz,Mythic+ Season 3,Personal Logs,Qiaoling,Public,1754237913,"August 3, 2025 6:18 PM",15754715,4 hours,0,1,1,0,0,0,1,0
RfpZTXP4kDhtAKQB,Mythic+ Season 3,Personal Logs,rappr,Public,1754234217,"August 3, 2025 5:16 PM",4016251,an hour,0,1,0,0,0,0,0,0
QrmtnpbkjJy2DMGw,Mythic+ Season 3,Personal Logs,브론즈사슴쟝,Public,1754233019,"August 3, 2025 4:56 PM",15766927,4 hours,0,1,0,0,0,0,1,0
fZWVzxrtjTBJK4mv,Mythic+ Season 3,Personal Logs,브론즈사슴쟝,Public,1754230914,"August 3, 2025 4:21 PM",13669435,4 hours,0,1,0,0,0,0,1,0
2hdDNw1XZMP9kmrT,Mythic+ Season 3,Personal Logs,jajimentol,Public,1754225874,"August 3, 2025 2:57 PM",21946530,6 hours,0,1,0,0,0,0,0,0
VPTdALC1mRtMFjHw,ptr rsham sunday,Reckoning,Watchouteep,Public,1754221130,"August 3, 2025 1:38 PM",11278861,3 hours,0,1,1,0,0,1,1,0
MXDRcqCp3h28bf6P,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1754219053,"August 3, 2025 1:04 PM",2413628,40 minutes,0,1,0,0,0,0,0,0
xvZYKHfMnjycAWqk,Mythic+ Season 3,Personal Logs,EV0luti0nz,Public,1754215708,"August 3, 2025 12:08 PM",3736817,an hour,0,1,0,1,0,0,0,0
3RZvbfWrHpVCY68y,Mythic+ Season 3,Personal Logs,Sirnoob18,Public,1754214796,"August 3, 2025 11:53 AM",1521999,25 minutes,0,1,0,0,0,0,0,0
NxthQCgFr2DP4AjR,Mythic+ Season 3,Personal Logs,porlix,Public,1754210263,"August 3, 2025 10:37 AM",12844341,4 hours,0,1,1,0,0,1,1,0
MXRyjpBgZxnQPvr3,Mythic+ Season 3,Personal Logs,Boricc,Public,1754202843,"August 3, 2025 8:34 AM",6118702,2 hours,0,1,0,0,0,0,0,0
aqGQH1xmTWd9AjrN,Mythic+ Season 3,Personal Logs,Boricc,Public,1754199204,"August 3, 2025 7:33 AM",2490365,42 minutes,0,1,0,0,0,0,0,0
FTrZNwYCbtfQy8mK,Mythic+ Season 3,Personal Logs,haywiire,Public,1754197776,"August 3, 2025 7:09 AM",405090,7 minutes,0,1,0,0,0,0,0,0
hdn6HpBLWMbxmG49,Mythic+ Season 3,Personal Logs,Borrunir,Public,1754197321,"August 3, 2025 7:02 AM",9590670,3 hours,0,1,1,0,0,1,1,0
PTgFVBMKdXQhZb6H,Mythic+ Season 3,Personal Logs,haywiire,Public,1754196337,"August 3, 2025 6:45 AM",850477,14 minutes,0,1,0,0,0,0,0,0
A9kPB3nZYgW46DHh,Mythic+ Season 3,Personal Logs,belquin,Public,1754196283,"August 3, 2025 6:44 AM",1822647,30 minutes,0,1,0,0,0,0,0,0
h1QWRLn9bCg7yABV,Mythic+ Season 3,Personal Logs,haywiire,Public,1754195856,"August 3, 2025 6:37 AM",394575,7 minutes,0,1,0,0,0,0,0,0
Hm4nxDvwaQqJp3jW,Mythic+ Season 3,Personal Logs,Boricc,Public,1754195594,"August 3, 2025 6:33 AM",1858452,31 minutes,0,1,0,0,0,0,0,0
hZQdva3BpxktjJTm,Mythic+ Season 3,Personal Logs,Dee009,Public,1754191880,"August 3, 2025 5:31 AM",6544400,2 hours,0,1,1,0,0,0,0,0
TkCxfbYQ8yR26wKW,14 eco,Personal Logs,Nice,Public,1754190087,"August 3, 2025 5:01 AM",6435954,2 hours,0,1,0,0,0,1,0,0
cPgxTbvpwRHZ4yLX,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1754186277,"August 3, 2025 3:57 AM",14878198,4 hours,0,1,0,0,0,0,0,0
aMK9w4XQ3b2gBq8V,Mythic+ Season 3,Personal Logs,haywiire,Public,1754184162,"August 3, 2025 3:22 AM",2995010,an hour,0,1,0,0,0,0,0,0
jD92nF6g37tcCapW,Mythic+ Season 3,Personal Logs,MioShimo,Public,1754184056,"August 3, 2025 3:20 AM",7604576,2 hours,0,1,0,1,0,1,0,0
aD8XfBGYQbn2tTWR,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1754182632,"August 3, 2025 2:57 AM",11112384,3 hours,0,1,0,0,0,0,0,0
BPYNDHk7xTfZ1z42,Keys,Personal Logs,Jellyph,Public,1754181782,"August 3, 2025 2:43 AM",3707679,an hour,0,1,0,0,1,0,0,0
YvqkRM3WCrdzAjQJ,Mythic+ Season 3,Personal Logs,MioShimo,Public,1754181439,"August 3, 2025 2:37 AM",4910502,an hour,0,1,0,1,0,0,0,0
zxTwjMk3VXtq6v2f,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1754179890,"August 3, 2025 2:11 AM",8409963,2 hours,0,1,1,1,1,0,0,0
jwQHKGXf2zWYbxPD,Mythic+ Season 3,Personal Logs,MadK0rts,Public,1754178256,"August 3, 2025 1:44 AM",6878376,2 hours,0,1,1,0,0,0,0,0
WyzgA29XhbjH8PLF,15 Eco,Personal Logs,Thorrack,Public,1754178132,"August 3, 2025 1:42 AM",1865740,31 minutes,0,1,0,0,0,0,0,0
xhpkY7qMZd8jDacJ,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754167405,"August 2, 2025 10:43 PM",8279638,2 hours,0,1,0,0,0,0,0,1
djLcQZHwtqN8WXRM,Mythic+ Season 3,Personal Logs,Gio_KW,Public,1754167322,"August 2, 2025 10:42 PM",12170464,3 hours,0,1,0,0,0,1,0,1
Vag8Rw6CGXyxHZKp,Mythic+ Season 3,Personal Logs,전멸입니다,Public,1754152977,"August 2, 2025 6:42 PM",5141703,an hour,0,1,0,0,0,0,0,0
pVrLHdxW1qTgDZYK,Mythic+ Season 3,Personal Logs,전멸입니다,Public,1754152934,"August 2, 2025 6:42 PM",600331,10 minutes,0,1,0,0,0,0,0,0
dVpJg7GzaCyckDNx,Mythic+ Season 3,Personal Logs,lgp0509csu,Public,1754152901,"August 2, 2025 6:41 PM",7195342,2 hours,0,1,0,1,1,0,0,0
4HWbfrkQTnCxLA2Y,Mythic+ Season 3,Personal Logs,Molemidezhu,Public,1754150711,"August 2, 2025 6:05 PM",3622189,an hour,0,1,0,0,0,0,0,0
HaxZ7A14jfn6TDzc,Mythic+ Season 3,Personal Logs,vadan,Public,1754150710,"August 2, 2025 6:05 PM",19631520,5 hours,0,1,1,1,0,1,1,0
N2kcHGP1F4LhjBtA,ptr-keyos,Personal Logs,myrmaaj,Public,1754148417,"August 2, 2025 5:26 PM",13027286,4 hours,0,1,1,0,0,1,1,0
bfZD9RXMKJP6dxGT,Mythic+ Season 3,Personal Logs,Fracasso,Public,1754148216,"August 2, 2025 5:23 PM",11762863,3 hours,0,1,0,0,0,0,0,0
QCNBjJqhd8xmfTP1,Mythic+ Season 3,Personal Logs,Oleneboi,Public,1754143694,"August 2, 2025 4:08 PM",9684869,3 hours,0,1,1,0,0,0,0,0
V3AmD4cvQqnKX7FH,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1754137295,"August 2, 2025 2:21 PM",5341597,an hour,0,1,1,0,0,0,0,0
QzMZGWqmKDXBNYrT,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1754131158,"August 2, 2025 12:39 PM",5266240,an hour,0,1,0,0,0,0,0,0
dk2tgVQNMFPCmzR9,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1754126778,"August 2, 2025 11:26 AM",1027804,17 minutes,0,1,0,0,0,0,0,0
ZyvAG8xCDmjRzhTN,Mythic+ Season 3,Personal Logs,Borrunir,Public,1754121200,"August 2, 2025 9:53 AM",11877223,3 hours,0,1,1,1,0,1,0,0
VzkHBYRphvcg3TAq,Mythic+ Season 3,Personal Logs,yoloswagginzbdf,Public,1754112598,"August 2, 2025 7:29 AM",18612126,5 hours,0,1,0,0,0,0,0,0
W19f2NnKzTqdgZbJ,Mythic+ Season 3,Personal Logs,전멸입니다,Public,1754108620,"August 2, 2025 6:23 AM",5141703,an hour,0,1,0,0,0,0,0,0
qT2fdk8XhBtgnANz,15圆顶（3个下水道）,Personal Logs,美团搜担担面,Public,1754106811,"August 2, 2025 5:53 AM",1737215,29 minutes,0,1,0,0,0,0,0,0
jqHhaw93ZMKTJ7cn,Mythic+ Season 3,Personal Logs,전멸입니다,Public,1754106561,"August 2, 2025 5:49 AM",3090663,an hour,0,1,0,0,0,0,0,0
Ha3hn2QVYWqXTtgk,Mythic+ Season 3,Personal Logs,전멸입니다,Public,1754104119,"August 2, 2025 5:08 AM",665251,11 minutes,0,1,0,0,0,0,0,0
ZpDajrWXK42HgLkR,brostfane,Personal Logs,galeuwu,Public,1754095424,"August 2, 2025 2:43 AM",264442742,3 days,0,1,1,0,0,0,0,0
BDRyZHtAVKJxCaXq,14 eco first half,Personal Logs,Nice,Public,1754089919,"August 2, 2025 1:11 AM",5056484,an hour,0,1,0,0,0,0,0,1
1fAm6TR2DZzq8aFV,Mythic+ Season 3,Personal Logs,Hwoarang,Public,1754086095,"August 2, 2025 12:08 AM",37659691,10 hours,0,1,1,0,0,0,0,0
VqkA7vQtnPpz68r2,DKT 17圆顶,Personal Logs,Windfire,Public,1754074802,"August 1, 2025 9:00 PM",4133977,an hour,0,1,0,0,0,0,0,0
h4pd2QLAz6tG8qgZ,Mythic+ Season 3,Personal Logs,Jacqueas73,Public,1754072230,"August 1, 2025 8:17 PM",27937379,8 hours,0,1,1,0,0,1,1,1
